U10,Seed,Group,MssAlong,MssCross,MssTotal,Gamma,PrimaryMssLinear,PrimaryMssModified,ShortWaveMss,DeltaPrimaryMss,DeltaTotalMss,RelativeDeltaPrimaryMss,RelativeDeltaTotalMss,ElevationSkewness,ElevationExcessKurtosis,AlongSlopeSkewness,AlongSlopeExcessKurtosis,CrossSlopeSkewness,CrossSlopeExcessKurtosis,MssNumericalRelativeError,HermitianResidual,RieszEnergyRatio,LiePreProjectionHermitianResidual,DragCoefficient,RawShortWaveCoefficient,WindFactorMode,DimensionalStatus
1,20,Linear Elfouhaily,0.0119110677861817,0.00695556218712575,0.0188666299733074,0.764171384374779,0.00857266697065349,0.00864689386000828,0.0102939630026539,7.42268893547966e-05,7.42268893547948e-05,0.00865855277113819,0.00393429507335498,-0.00846146617408788,-0.0492195432191251,-0.0102915295719765,-0.0900419934289025,-0.0235688574247506,-0.112966899421906,8.09420677096276e-16,2.11242896155709e-16,0.999999999999996,0,0.000865,-0.0105671455545726,direction_only,consistent
1,20,Modified Lie Nonlinear,0.0119719259796105,0.0069689308830517,0.0189408568626622,0.762958765867349,0.00857266697065349,0.00864689386000828,0.0102939630026539,7.42268893547966e-05,7.42268893547948e-05,0.00865855277113819,0.00393429507335498,0.0230172320623579,-0.0308265809633679,0.0526251143137981,-0.0871182458608555,-0.00624115824095654,-0.108820693545745,1.20370864085648e-15,2.10633280874547e-16,0.999999999999996,0,0.000865,-0.0105671455545726,direction_only,consistent
2,1,Linear Elfouhaily,0.0130338794726262,0.00795174738029301,0.0209856268529193,0.781078056394848,0.00838319397694663,0.00845532007152895,0.0126024328759726,7.21260945823199e-05,7.21260945823199e-05,0.00860365330692134,0.00343692828848172,0.000522758909364934,0.117769631087636,-0.014132228999669,-0.106876243901932,0.0423215728180745,0.103528839659898,2.06928705305783e-16,2.28782552665957e-16,1,0,0.00093,-0.00327339835289599,direction_only,consistent
2,1,Modified Lie Nonlinear,0.0130941910656099,0.00796356188189168,0.0210577529475016,0.779855865110744,0.00838319397694663,0.00845532007152895,0.0126024328759726,7.21260945823199e-05,7.21260945823199e-05,0.00860365330692134,0.00343692828848172,0.0364740351726033,0.138861876565056,0.0441176961643356,-0.090434257858734,0.0524652362679959,0.103273135992239,2.05163549256761e-16,2.28936706518557e-16,1,0,0.00093,-0.00327339835289599,direction_only,consistent
2,2,Linear Elfouhaily,0.0132946466309817,0.00804517922235717,0.0213398258533389,0.777910193656071,0.00841854428170476,0.00845756697238844,0.0129212815716341,3.90226906836818e-05,3.90226906836835e-05,0.0046353252270094,0.00182863210561664,-0.0094287213534374,-0.0519768906031812,-0.0489437460227203,-0.0121228067126178,-0.0771017393703856,0.0225762205127951,2.2666577019989e-15,2.40236778708247e-16,1,0,0.00093,-0.00327339835289599,direction_only,consistent
2,2,Modified Lie Nonlinear,0.013323930252038,0.00805491829198457,0.0213788485440226,0.777525058107319,0.00841854428170476,0.00845756697238844,0.0129212815716341,3.90226906836818e-05,3.90226906836835e-05,0.0046353252270094,0.00182863210561664,0.0258564366610528,-0.039537035363939,0.0074538468197464,0.00326574777876942,-0.0725301100613668,0.0188661083921815,3.69196279137054e-15,2.39924805323906e-16,1,0,0.00093,-0.00327339835289599,direction_only,consistent
2,3,Linear Elfouhaily,0.012261562759435,0.00790747288437452,0.0201690356438095,0.803056206599976,0.00847607324228261,0.00854312721372118,0.0116929624015269,6.70539714385694e-05,6.70539714385694e-05,0.00791097121531146,0.00332459977872815,-0.0397551376168593,-0.0427913904916766,-0.0220964089956583,0.0300286376265095,0.0724706354567276,-0.136822184969531,1.22796730966637e-15,2.12879683719202e-16,1,0,0.00093,-0.00327339835289599,direction_only,consistent
2,3,Modified Lie Nonlinear,0.0123201571207732,0.00791593249447491,0.0202360896152481,0.801572700350287,0.00847607324228261,0.00854312721372118,0.0116929624015269,6.70539714385694e-05,6.70539714385694e-05,0.00791097121531146,0.00332459977872815,-0.00572365341862417,-0.0310134065777792,0.0433749254258994,0.037453224081069,0.0810040912726143,-0.128787376262794,2.84276800006784e-15,2.13094400111163e-16,1,0,0.00093,-0.00327339835289599,direction_only,consistent
2,4,Linear Elfouhaily,0.0127362899132983,0.00768775028164856,0.0204240401949469,0.776923335117146,0.0085301170189936,0.0086216911687616,0.0118939231759533,9.15741497680023e-05,9.15741497680041e-05,0.0107353919722436,0.00448364519918349,-0.0688587895253266,0.0443503601490542,0.0609305245535847,-0.0792242984898666,0.0245867214301973,0.0372697750118478,2.03364557850049e-15,2.72507205603582e-16,1,0,0.00093,-0.00327339835289599,direction_only,consistent
2,4,Modified Lie Nonlinear,0.0128183671650081,0.00769724717970674,0.0205156143447149,0.774910174146075,0.0085301170189936,0.0086216911687616,0.0118939231759533,9.15741497680023e-05,9.15741497680041e-05,0.0107353919722436,0.00448364519918349,-0.0386382241832792,0.0583764281612895,0.108023944461118,-0.0536750685587006,0.0370898898567575,0.0354364275193633,8.04818192635856e-16,2.72818030636459e-16,1,0,0.00093,-0.00327339835289599,direction_only,consistent
