U10,Series,Kmax,MssTotal
10,cumulative,345.960582687529,0.0485578133280867
10,cumulative,358.91808406214,0.0490186141106662
10,cumulative,372.360891712307,0.0494799157688104
10,cumulative,386.307182150172,0.0499411060903164
10,cumulative,400.775812665383,0.050401538493453
10,cumulative,415.786346822718,0.0508605325693554
10,cumulative,431.3590809147,0.0513173750674768
10,cumulative,447.515071404955,0.0517713210494587
10,cumulative,464.276163399434,0.0522215948346578
10,cumulative,481.665020183967,0.0526673933866514
10,cumulative,499.705153868136,0.0531078873117633
10,cumulative,518.420957176845,0.0535422239125308
10,cumulative,537.83773643263,0.053969530622795
10,cumulative,557.981745773248,0.054388918982798
10,cumulative,578.880222650872,0.0547994885736511
10,cumulative,600.561424660838,0.0552003346202589
10,cumulative,623.054667749776,0.0555905521459092
10,cumulative,646.390365854774,0.0559692438187368
10,cumulative,670.600072027177,0.056335528069841
10,cumulative,695.716521096622,0.0566885480811018
10,cumulative,721.773673932993,0.0570274813971887
10,cumulative,748.806763366166,0.0573515527852051
10,cumulative,776.852341825602,0.0576600440230048
10,cumulative,805.948330764222,0.0579523071468277
10,cumulative,836.134071933397,0.058227777497043
10,cumulative,867.450380578367,0.0584859867927957
10,cumulative,899.939600626025,0.0587265762613655
10,cumulative,933.645661939693,0.0589493104392071
10,cumulative,968.614139718302,0.0591540870020693
10,cumulative,1004.89231612027,0.059340947189034
10,cumulative,1042.52924419547,0.0595100833039547
10,cumulative,1081.57581421162,0.0596618430128066
10,cumulative,1122.08482246488,0.0597967306634164
10,cumulative,1164.11104266769,0.0599154045271383
10,cumulative,1207.71130001028,0.0600186679579845
10,cumulative,1252.94454799608,0.0601074571472441
10,cumulative,1299.87194815494,0.0601828235528526
10,cumulative,1348.55695274186,0.0602459115348972
10,cumulative,1399.0653905331,0.0602979326750064
10,cumulative,1451.46555583568,0.0603401365130364
10,cumulative,1505.82830083061,0.0603737793014149
10,cumulative,1562.22713137474,0.0604000932051232
10,cumulative,1620.73830639066,0.0604202568178233
10,cumulative,1681.44094097927,0.0604353688457329
10,cumulative,1744.4171133941,0.0604464269293445
10,cumulative,1809.75197602241,0.0604543120303622
10,cumulative,1877.53387052279,0.0604597797281245
10,cumulative,1947.85444727517,0.0604634584987396
10,cumulative,2020.80878930467,0.0604658543363607
10,cumulative,2096.4955408468,0.0604673607303299
10,cumulative,2175.01704072797,0.0604682726191944
10,cumulative,2256.47946074155,0.0604688024758482
10,cumulative,2340.99294920664,0.0604690970385183
10,cumulative,2428.67177990366,0.0604692531673032
10,cumulative,2519.63450658805,0.060469331770557
10,cumulative,2614.00412329124,0.0604693692061533
10,cumulative,2711.90823062527,0.0604693859996271
10,cumulative,2813.47920831634,0.0604693930621662
10,cumulative,2918.85439420024,0.0604693958326117
10,cumulative,3028.17626992184,0.0604693968408085
10,cumulative,3141.59265358979,0.06046939717919
